point,151.1992931,-33.8867281
point,151.1992945,-33.8867288
point,151.1992957,-33.8867297
point,151.1992963,-33.8867300
point,151.1992967,-33.8867301
point,151.1992967,-33.8867301
point,151.1992965,-33.8867301
point,151.1992962,-33.8867300
point,151.1992954,-33.8867296
point,151.1992953,-33.8867295
point,151.1992958,-33.8867306
point,151.1992977,-33.8867314
point,151.1992974,-33.8867323
point,151.1992978,-33.8867336
point,151.1992973,-33.8867343
point,151.1992969,-33.8867339
point,151.1992935,-33.8867345
point,151.1992925,-33.8867357
point,151.1992913,-33.8867358
point,151.1992916,-33.8867369
point,151.1992928,-33.8867370
point,151.1992927,-33.8867372
point,151.1992907,-33.8867367
point,151.1992910,-33.8867360
point,151.1992943,-33.8867356
point,151.1992946,-33.8867365
point,151.1992945,-33.8867366
point,151.1992934,-33.8867362
point,151.1992925,-33.8867370
point,151.1992907,-33.8867367
point,151.1992898,-33.8867371
point,151.1992878,-33.8867328
point,151.1992906,-33.8867360
point,151.1992943,-33.8867400
point,151.1992932,-33.8867409
point,151.1992886,-33.8867414
point,151.1992892,-33.8867361
point,151.1992876,-33.8867324
point,151.1992884,-33.8867311
point,151.1992884,-33.8867308
point,151.1992877,-33.8867312
point,151.1992907,-33.8867276
point,151.1992922,-33.8867267
point,151.1992910,-33.8867280
point,151.1992902,-33.8867273
point,151.1992905,-33.8867306
point,151.1992908,-33.8867318
point,151.1992887,-33.8867320
point,151.1992860,-33.8867310
point,151.1992849,-33.8867290
point,151.1992817,-33.8867258
point,151.1992766,-33.8867256
point,151.1992740,-33.8867245
point,151.1992756,-33.8867273
point,151.1992762,-33.8867274
point,151.1992779,-33.8867289
point,151.1992777,-33.8867295
point,151.1992773,-33.8867309
point,151.1992773,-33.8867345
point,151.1992768,-33.8867401
point,151.1992739,-33.8867469
point,151.1992710,-33.8867523
point,151.1992673,-33.8867560
point,151.1992575,-33.8867669
point,151.1992600,-33.8867733
point,151.1992542,-33.8867695
point,151.1992626,-33.8867670
point,151.1992641,-33.8867676
point,151.1992670,-33.8867686
point,151.1992721,-33.8867666
point,151.1992729,-33.8867536
point,151.1992728,-33.8867460
point,151.1992716,-33.8867425
point,151.1992622,-33.8867440
point,151.1992633,-33.8867426
point,151.1992660,-33.8867443
point,151.1992714,-33.8867428
point,151.1992753,-33.8867385
point,151.1992804,-33.8867375
point,151.1992816,-33.8867353
point,151.1992772,-33.8867349
point,151.1992794,-33.8867375
point,151.1992812,-33.8867383
point,151.1992816,-33.8867360
point,151.1992829,-33.8867358
point,151.1992880,-33.8867336
point,151.1992863,-33.8867331
point,151.1992868,-33.8867314
point,151.1992837,-33.8867306
point,151.1992870,-33.8867294
point,151.1992894,-33.8867277
point,151.1992889,-33.8867285
point,151.1992867,-33.8867310
point,151.1992869,-33.8867360
point,151.1992868,-33.8867386
point,151.1992916,-33.8867429
point,151.1992888,-33.8867418
point,151.1992866,-33.8867403
point,151.1992868,-33.8867392
point,151.1992869,-33.8867399
point,151.1992888,-33.8867430
point,151.1992869,-33.8867442
point,151.1992921,-33.8867477
point,151.1992951,-33.8867488
point,151.1992995,-33.8867486
point,151.1993013,-33.8867485
point,151.1992982,-33.8867540
point,151.1993127,-33.8867554
point,151.1993190,-33.8867587
point,151.1993163,-33.8867606
point,151.1993254,-33.8867589
point,151.1993496,-33.8867629
point,151.1993487,-33.8867684
point,151.1993464,-33.8867700
point,151.1993417,-33.8867703
point,151.1993414,-33.8867730
point,151.1993594,-33.8867765
point,151.1993623,-33.8867804
point,151.1993620,-33.8867808
point,151.1993714,-33.8867854
point,151.1993731,-33.8867899
point,151.1993703,-33.8867934
point,151.1993759,-33.8868094
point,151.1993695,-33.8868241
point,151.1993665,-33.8868248
point,151.1993633,-33.8868284
point,151.1993707,-33.8868359
point,151.1993983,-33.8868464
point,151.1994185,-33.8868695
point,151.1994456,-33.8868900
point,151.1994550,-33.8868969
point,151.1994530,-33.8869111
point,151.1994486,-33.8869159
point,151.1994579,-33.8869216
point,151.1994804,-33.8869217
point,151.1995042,-33.8869109
point,151.1995307,-33.8868969
point,151.1995630,-33.8868921
point,151.1995855,-33.8868889
point,151.1995924,-33.8868810
point,151.1996292,-33.8868680
point,151.1996606,-33.8868370
point,151.1996865,-33.8868227
point,151.1996978,-33.8868167
point,151.1997028,-33.8868089
point,151.1997153,-33.8868035
point,151.1997200,-33.8868019
point,151.1997252,-33.8867987
point,151.1997143,-33.8867991
point,151.1997165,-33.8867969
point,151.1997264,-33.8868066
point,151.1997190,-33.8867975
point,151.1997187,-33.8867874
point,151.1997304,-33.8867815
point,151.1997393,-33.8867723
point,151.1997456,-33.8867633
point,151.1997446,-33.8867504
point,151.1997293,-33.8867289
point,151.1997186,-33.8867222
point,151.1997004,-33.8867006
point,151.1997044,-33.8866947
point,151.1997381,-33.8866865
point,151.1997589,-33.8866643
point,151.1997724,-33.8866432
point,151.1997656,-33.8866354
point,151.1997644,-33.8866202
point,151.1997577,-33.8866034
point,151.1997481,-33.8865919
point,151.1997499,-33.8865698
point,151.1997510,-33.8865636
point,151.1997274,-33.8865552
point,151.1997240,-33.8865419
point,151.1997077,-33.8865476
point,151.1997120,-33.8865615
point,151.1997103,-33.8865545
point,151.1997052,-33.8865474
point,151.1996857,-33.8864990
point,151.1996917,-33.8864844
point,151.1996960,-33.8864569
point,151.1997073,-33.8864444
point,151.1997175,-33.8864314
point,151.1997262,-33.8864216
point,151.1997427,-33.8864000
point,151.1997398,-33.8863657
point,151.1997427,-33.8863508
point,151.1997486,-33.8863335
point,151.1997519,-33.8863303
point,151.1997422,-33.8863257
point,151.1997413,-33.8863205
point,151.1997470,-33.8863194
point,151.1997426,-33.8863189
point,151.1997331,-33.8863001
point,151.1997205,-33.8863068
point,151.1997011,-33.8863191
point,151.1996762,-33.8863521
point,151.1996499,-33.8863788
point,151.1996352,-33.8863820
point,151.1996289,-33.8863787
point,151.1996116,-33.8863905
point,151.1995945,-33.8863991
point,151.1995701,-33.8864129
point,151.1995521,-33.8864210
point,151.1995331,-33.8864353
point,151.1995100,-33.8864478
point,151.1994881,-33.8864518
point,151.1994678,-33.8864586
point,151.1994594,-33.8864686
point,151.1994464,-33.8864767
point,151.1994319,-33.8864885
point,151.1994195,-33.8865000
point,151.1994071,-33.8864934
point,151.1994019,-33.8865037
point,151.1994062,-33.8865270
point,151.1994032,-33.8865313
point,151.1993962,-33.8865702
point,151.1993974,-33.8866151
point,151.1994047,-33.8866625
point,151.1994074,-33.8866705
point,151.1994113,-33.8866989
point,151.1994132,-33.8867192
point,151.1994144,-33.8867371
point,151.1994217,-33.8867406
point,151.1994320,-33.8867482
point,151.1994394,-33.8867532
point,151.1994426,-33.8867563
point,151.1994352,-33.8867611
point,151.1994257,-33.8867679
point,151.1994187,-33.8867875
