point,151.1994026,-33.8868032
point,151.1993944,-33.8868072
point,151.1993885,-33.8868137
point,151.1993821,-33.8868228
point,151.1993677,-33.8868236
point,151.1993480,-33.8868303
point,151.1993211,-33.8868295
point,151.1993091,-33.8868312
point,151.1992866,-33.8868266
point,151.1992749,-33.8868252
point,151.1992654,-33.8868243
point,151.1992272,-33.8868165
point,151.1992059,-33.8868136
point,151.1991917,-33.8868163
point,151.1991668,-33.8868094
point,151.1991653,-33.8868073
point,151.1991576,-33.8868029
point,151.1991346,-33.8867977
point,151.1991281,-33.8867958
point,151.1991289,-33.8867918
point,151.1991304,-33.8867888
point,151.1991280,-33.8867859
point,151.1991204,-33.8867820
point,151.1991207,-33.8867812
point,151.1991222,-33.8867811
point,151.1991234,-33.8867753
point,151.1991248,-33.8867735
point,151.1991254,-33.8867730
point,151.1991302,-33.8867718
point,151.1991375,-33.8867720
point,151.1991451,-33.8867668
point,151.1991493,-33.8867626
point,151.1991531,-33.8867597
point,151.1991586,-33.8867591
point,151.1991706,-33.8867571
point,151.1991756,-33.8867552
point,151.1991813,-33.8867559
point,151.1991877,-33.8867544
point,151.1991902,-33.8867535
point,151.1991936,-33.8867528
point,151.1991987,-33.8867522
point,151.1992038,-33.8867517
point,151.1992084,-33.8867516
point,151.1992130,-33.8867506
point,151.1992160,-33.8867498
point,151.1992209,-33.8867482
point,151.1992243,-33.8867487
point,151.1992238,-33.8867480
point,151.1992214,-33.8867468
point,151.1992194,-33.8867476
point,151.1992206,-33.8867482
point,151.1992220,-33.8867477
point,151.1992251,-33.8867470
point,151.1992276,-33.8867467
point,151.1992304,-33.8867455
point,151.1992330,-33.8867435
point,151.1992353,-33.8867414
point,151.1992367,-33.8867404
point,151.1992369,-33.8867395
point,151.1992379,-33.8867392
point,151.1992368,-33.8867401
point,151.1992380,-33.8867388
point,151.1992392,-33.8867371
point,151.1992406,-33.8867372
point,151.1992357,-33.8867399
point,151.1992344,-33.8867400
point,151.1992362,-33.8867406
point,151.1992363,-33.8867421
point,151.1992381,-33.8867415
point,151.1992390,-33.8867412
point,151.1992406,-33.8867410
point,151.1992410,-33.8867425
point,151.1992422,-33.8867440
point,151.1992432,-33.8867450
point,151.1992447,-33.8867445
point,151.1992479,-33.8867435
point,151.1992508,-33.8867425
